TubeNumber,BirdID,SampleDate,Qubit,Island.x,SumVeg_X_Inverts,TQ,TQcorrected,BirthDate,BirthYear,Lifespan,ReproductiveOutput,SexEstimate,CatchTime,season,Sequenced,survive,SamplingAge,Timeinfridge,SampleLeft,SampleType,TerminalYear,LatestEligibleDate,nage,FPID,pop_died,Froh_imp,SequencingRun,mean_TQ_FPID,meancentredTQ,Type
1251,6881,2022-08-23,0.17,CN,0.74,1222.67,1222.67,2018-03-15,2018,NA,NA,0,302,major,1,1,4.4,22,N,F,0,NA,NA,major_2022,0.1821705426356589,0.15095706,1,20906.611336633665,-19683.941336633667,F
1252,6381,2022-08-23,0.0104,CN,0.74,1222.67,1222.67,2015-08-25,2015,8.1,NA,1,302,major,0,1,7,22,N,F,0,2023-10-09,0.8641975308641976,major_2022,0.1821705426356589,0.216520676,NA,20906.611336633665,-19683.941336633667,F
1253,6191,2022-08-25,0.084,CN,7.74,12442.6,12442.6,2014-07-23,2014,NA,2,0,169,major,1,1,8.1,20,Y,F,0,NA,NA,major_2022,0.1821705426356589,0.152350041,1,20906.611336633665,-8464.011336633665,F
1254,NA,2022-08-25,0.0204,CN,NA,NA,NA,NA,NA,NA,10224,NA,360,major,0,NA,NA,20,N,C,0,NA,NA,major_2022,0.1821705426356589,NA,NA,NA,NA,C
1255,NA,2022-08-25,0.0212,CN,NA,NA,NA,NA,NA,NA,10224,NA,360,major,0,NA,NA,20,N,C,0,NA,NA,major_2022,0.1821705426356589,NA,NA,NA,NA,C
1256,NA,2022-08-25,NA,CN,NA,NA,NA,NA,NA,NA,10224,NA,360,major,0,NA,NA,20,NA,C,0,NA,NA,major_2022,0.1821705426356589,NA,NA,NA,NA,C
1257,6155,2022-08-27,0.017,CN,NA,NA,NA,2014-02-28,2014,NA,6,1,399,major,0,1,8.5,18,Y,F,0,NA,NA,major_2022,0.1821705426356589,0.096840637,NA,20906.611336633665,NA,F
1258,6754,2022-08-30,0.0536,CN,2.73,4209.97,4209.97,2017-06-27,2017,5.2,NA,0,249,major,1,0,5.2,15,Y,F,1,2022-09-14,1,major_2022,0.1821705426356589,0.092488486,2,20906.611336633665,-16696.641336633664,F
1259,7276,2022-08-30,NA,CN,2.73,4209.97,4209.97,2022-07-06,2022,0.7,NA,1,248,major,0,1,0.2,15,NA,F,1,2023-03-27,0.28571428571428575,major_2022,0.1821705426356589,0.044560843,NA,20906.611336633665,-16696.641336633664,F
126,6011,2017-09-12,0.0628,CN,32.79,68848.73,68848.73,2012-11-08,2012,8.9,3,1,80,major,0,1,4.8,8,N,F,0,2021-09-30,0.5393258426966292,major_2017,0.09003215434083602,0.153107933,NA,57447.427596153844,11401.302403846152,F
1260,6378,2022-08-31,NA,CN,3.93,7911.02,7911.02,2015-08-04,2015,NA,2,0,415,major,0,1,7.1,14,NA,F,0,NA,NA,major_2022,0.1821705426356589,0.102940431,NA,20906.611336633665,-12995.591336633664,F
1261,6765,2022-09-01,0.141,CN,68.77,186021.23,186021.23,2017-07-05,2017,NA,NA,0,436,major,1,1,5.2,13,Y,F,0,NA,NA,major_2022,0.1821705426356589,0.167459311,1,20906.611336633665,165114.61866336636,F
1262,7148,2022-09-01,NA,CN,6.64,24813.32,24813.32,2020-07-28,2020,NA,NA,0,503,major,0,1,2.1,13,NA,F,0,NA,NA,major_2022,0.1821705426356589,0.0355883,NA,20906.611336633665,3906.708663366335,F
1263,5590,2022-09-07,0.165,CN,3.17,6797.8,6797.8,2011-02-28,2011,12.6,6,1,154,major,1,1,11.5,7,Y,F,0,2023-10-09,0.9126984126984127,major_2022,0.1821705426356589,0.154298383,1,20906.611336633665,-14108.811336633666,F
1264,7091,2022-09-07,0.14,CN,3.17,6797.8,6797.8,2018-10-03,2018,NA,2,0,182,major,0,1,3.9,7,N,F,0,NA,NA,major_2022,0.1821705426356589,0.11682351,NA,20906.611336633665,-14108.811336633666,F
1266,7247,2022-09-11,NA,CN,8.17,19794.31,19794.31,2021-06-10,2021,NA,NA,1,480,major,0,1,1.3,3,NA,F,0,NA,NA,major_2022,0.1821705426356589,0.071724444,NA,20906.611336633665,-1112.3013366336636,F
1267,NA,2022-09-01,1e-4,CN,NA,NA,NA,NA,NA,NA,10224,NA,360,major,0,NA,NA,13,N,C,0,NA,NA,major_2022,0.1821705426356589,NA,NA,NA,NA,C
1268,NA,2022-09-01,0.404,CN,NA,NA,NA,NA,NA,NA,10224,NA,360,major,0,NA,NA,13,NA,C,0,NA,NA,major_2022,0.1821705426356589,NA,NA,NA,NA,C
1269,NA,2022-03-01,0.748,CN,NA,NA,NA,NA,NA,NA,10224,NA,360,minor,0,NA,NA,17,NA,C,0,NA,NA,minor_2022,0.13533834586466165,NA,NA,NA,NA,C
127,6786,2017-09-13,0.066,CN,8.52,28077.51,28077.51,2017-07-20,2017,2.2,NA,1,270,major,0,1,0.2,7,Y,F,0,2019-09-23,0.09090909090909091,major_2017,0.09003215434083602,0.088562294,NA,57447.427596153844,-29369.917596153846,F
1270,6191,2023-01-27,NA,CN,11.18,17975.75,17975.75,2014-07-23,2014,NA,2,0,715,minor,1,1,8.5,59,NA,F,0,NA,NA,minor_2023,0.14285714285714285,0.152350041,2,65707.54004901962,-47731.79004901962,F
1271,7661,2023-01-27,NA,CN,4.88,6667.76,6667.76,2022-09-12,2022,NA,NA,1,415,minor,0,1,0.4,59,NA,F,0,NA,NA,minor_2023,0.14285714285714285,NA,NA,65707.54004901962,-59039.78004901962,F
1272,7161,2023-01-27,NA,CN,8.66,18845.12,18845.12,2020-09-15,2020,NA,NA,0,585,minor,0,1,2.4,59,NA,F,0,NA,NA,minor_2023,0.14285714285714285,0.067833443,NA,65707.54004901962,-46862.42004901962,F
1273,7209,2023-01-27,NA,CN,8.66,18845.12,18845.12,2021-07-26,2021,NA,NA,1,585,minor,0,1,1.5,59,NA,F,0,NA,NA,minor_2023,0.14285714285714285,0.087487865,NA,65707.54004901962,-46862.42004901962,F
1274,7207,2023-01-28,NA,CN,3.51,9374.68,9374.68,2020-12-05,2020,NA,NA,1,661,minor,0,1,2.1,58,NA,F,0,NA,NA,minor_2023,0.14285714285714285,0.02797593,NA,65707.54004901962,-56332.86004901962,F
1275,7240,2023-01-30,NA,CN,5.47,19409.08,19409.08,2022-02-06,2022,NA,NA,1,270,minor,0,1,1,56,NA,F,0,NA,NA,minor_2023,0.14285714285714285,0.058354203,NA,65707.54004901962,-46298.46004901962,F
1276,7662,2023-01-30,NA,CN,5.47,19409.08,19409.08,2022-09-15,2022,NA,NA,1,335,minor,0,1,0.4,56,NA,F,0,NA,NA,minor_2023,0.14285714285714285,NA,NA,65707.54004901962,-46298.46004901962,F
1277,7663,2023-01-31,NA,CN,NA,NA,24262.410000000003,2022-09-16,2022,0.5,NA,0,402,minor,0,0,0.4,55,NA,F,1,2023-03-27,0.8,minor_2023,0.14285714285714285,NA,NA,65707.54004901962,-41445.130049019615,F
1278,7219,2023-02-01,NA,CN,7.45,24666.23,24666.23,2021-04-26,2021,NA,NA,1,260,minor,0,1,1.8,54,NA,F,0,NA,NA,minor_2023,0.14285714285714285,0.079059043,NA,65707.54004901962,-41041.31004901962,F
1279,7178,2023-02-01,NA,CN,7.45,24666.23,24666.23,2021-07-19,2021,NA,NA,0,260,minor,0,1,1.5,54,NA,F,0,NA,NA,minor_2023,0.14285714285714285,0.066286867,NA,65707.54004901962,-41041.31004901962,F
128,NA,1981-01-01,0.0336,CN,NA,NA,NA,NA,NA,NA,10224,NA,360,minor,0,NA,NA,352,N,C,0,NA,NA,minor_1981,NA,NA,NA,NA,NA,C
1280,7118,2023-02-01,NA,CN,15.03,71465.36,71465.36,2019-05-15,2019,NA,1,0,339,minor,0,1,3.7,54,NA,F,0,NA,NA,minor_2023,0.14285714285714285,0.051722693,NA,65707.54004901962,5757.819950980382,F
1281,6158,2023-02-02,NA,CN,NA,NA,24262.410000000003,2014-03-02,2014,9.6,1,1,532,minor,1,1,8.9,53,NA,F,1,2023-10-09,0.9270833333333334,minor_2023,0.14285714285714285,0.129053339,2,65707.54004901962,-41445.130049019615,F
1282,7079,2023-02-03,NA,CN,NA,NA,120955.73,2018-09-30,2018,NA,NA,0,305,minor,0,1,4.3,52,NA,F,0,NA,NA,minor_2023,0.14285714285714285,0.100071072,NA,65707.54004901962,55248.18995098038,F
1283,7200,2023-02-04,NA,CN,13.05,37087.01,37087.01,2020-12-11,2020,NA,NA,0,215,minor,0,1,2.1,51,NA,F,0,NA,NA,minor_2023,0.14285714285714285,NA,NA,65707.54004901962,-28620.530049019617,F
1284,6745,2023-02-03,NA,CN,6.75,20386.24,20386.24,2017-06-19,2017,NA,NA,1,340,minor,1,1,5.6,52,NA,F,0,NA,NA,minor_2023,0.14285714285714285,0.171080147,2,65707.54004901962,-45321.300049019614,F
1285,6766,2023-02-03,NA,CN,13.23,21430.23,21430.23,2017-07-02,2017,5.7,NA,0,655,minor,0,0,5.6,52,NA,F,1,2023-03-27,0.9824561403508771,minor_2023,0.14285714285714285,0.14521101,NA,65707.54004901962,-44277.31004901962,F
1286,7115,2023-02-04,NA,CN,14.33,31577.26,31577.26,2019-05-12,2019,3.9,NA,1,297,minor,0,0,3.7,51,NA,F,1,2023-03-27,0.9487179487179488,minor_2023,0.14285714285714285,0.068560635,NA,65707.54004901962,-34130.280049019624,F
1287,7215,2023-02-06,NA,CN,11.12,36957.39,36957.39,2021-07-25,2021,NA,NA,1,331,minor,0,1,1.5,49,NA,F,0,NA,NA,minor_2023,0.14285714285714285,0.026087798,NA,65707.54004901962,-28750.15004901962,F
1288,7229,2023-02-07,NA,CN,12.12,26018.58,26018.58,2021-05-06,2021,NA,NA,1,320,minor,0,1,1.8,48,NA,F,0,NA,NA,minor_2023,0.14285714285714285,0.061139708,NA,65707.54004901962,-39688.96004901962,F
1289,7664,2023-02-07,NA,CN,NA,NA,19457.12,2022-09-23,2022,NA,NA,1,320,minor,0,1,0.4,48,NA,F,0,NA,NA,minor_2023,0.14285714285714285,NA,NA,65707.54004901962,-46250.42004901962,F
129,6822,2017-09-06,0.236,FR,NA,NA,NA,2016-09-05,2016,NA,NA,0,340,major,0,NA,1,-59,Y,F,0,NA,NA,major_2017,NA,NA,NA,NA,NA,F
1290,7668,2023-02-07,NA,CN,13.48,40453.58,40453.58,2022-09-23,2022,0.5,NA,0,427,minor,0,0,0.4,48,NA,F,1,2023-03-27,0.8,minor_2023,0.14285714285714285,NA,NA,65707.54004901962,-25253.960049019617,F
1291,7231,2023-02-11,NA,CN,7.74,17531.5,17531.5,2021-02-03,2021,NA,NA,1,245,minor,0,1,2,44,NA,F,0,NA,NA,minor_2023,0.14285714285714285,0.086525241,NA,65707.54004901962,-48176.04004901962,F
1292,7669,2023-02-11,NA,CN,7.74,17531.5,17531.5,2022-09-27,2022,NA,NA,0,565,minor,0,1,0.4,44,NA,F,0,NA,NA,minor_2023,0.14285714285714285,NA,NA,65707.54004901962,-48176.04004901962,F
1293,7184,2023-02-13,NA,CN,11.54,30199.46,30199.46,2020-08-07,2020,NA,NA,0,261,minor,0,1,2.5,42,NA,F,0,NA,NA,minor_2023,0.14285714285714285,0.047786879,NA,65707.54004901962,-35508.08004901962,F
1294,7667,2023-02-13,NA,CN,22.03,29889.81,29889.81,2022-09-29,2022,NA,NA,0,437,minor,0,1,0.4,42,NA,F,0,NA,NA,minor_2023,0.14285714285714285,NA,NA,65707.54004901962,-35817.73004901962,F
1295,5901,2023-02-14,NA,CN,9.26,17398.19,17398.19,2012-06-05,2012,10.8,7,0,210,minor,1,0,10.7,41,NA,F,1,2023-03-27,0.9907407407407406,minor_2023,0.14285714285714285,0.159303953,2,65707.54004901962,-48309.35004901962,F
1296,7665,2023-02-15,NA,CN,8.53,21511.87,21511.87,2022-10-01,2022,NA,NA,0,180,minor,0,1,0.4,40,NA,F,0,NA,NA,minor_2023,0.14285714285714285,NA,NA,65707.54004901962,-44195.67004901962,F
1297,7165,2023-02-15,NA,CN,11.24,24927.84,24927.84,2020-09-23,2020,NA,NA,0,359,minor,0,1,2.4,40,NA,F,0,NA,NA,minor_2023,0.14285714285714285,NA,NA,65707.54004901962,-40779.70004901962,F
1298,7666,2023-02-15,NA,CN,1.92,4641.98,4641.98,2022-10-01,2022,NA,NA,1,500,minor,0,1,0.4,40,NA,F,0,NA,NA,minor_2023,0.14285714285714285,NA,NA,65707.54004901962,-61065.56004901962,F
1299,7120,2023-02-16,NA,CN,38.61,64167.02,64167.02,2019-05-16,2019,NA,NA,1,360,minor,0,1,3.8,39,NA,F,0,NA,NA,minor_2023,0.14285714285714285,0.029162988,NA,65707.54004901962,-1540.520049019622,F
13,6733,2017-07-11,0.0412,CN,33.24,64993.92,64993.92,2017-05-17,2017,5.3,NA,0,297,major,0,1,0.2,71,Y,F,0,2022-09-14,0.03773584905660378,major_2017,0.09003215434083602,0.163609366,NA,57447.427596153844,7546.492403846154,F
130,6565,2017-09-13,0.138,CN,10.69,32073.94,32073.94,2015-02-19,2015,5.1,3,1,300,major,0,1,2.6,7,N,F,0,2020-03-16,0.5098039215686275,major_2017,0.09003215434083602,0.089362892,NA,57447.427596153844,-25373.487596153846,F
1300,7182,2023-02-16,NA,CN,39.27,69947.33,69947.33,2020-07-23,2020,NA,NA,0,240,minor,0,1,2.6,39,NA,F,0,NA,NA,minor_2023,0.14285714285714285,0.040730143,NA,65707.54004901962,4239.789950980383,F
1301,7164,2023-02-16,NA,CN,39.27,69947.33,69947.33,2020-09-23,2020,NA,NA,1,240,minor,0,1,2.4,39,NA,F,0,NA,NA,minor_2023,0.14285714285714285,0.063038928,NA,65707.54004901962,4239.789950980383,F
1302,7105,2023-02-17,NA,CN,40.28,82702.92,82702.92,2019-07-20,2019,NA,NA,1,196,minor,0,1,3.6,38,NA,F,0,NA,NA,minor_2023,0.14285714285714285,0.086881093,NA,65707.54004901962,16995.37995098038,F
1303,7135,2023-02-18,NA,CN,11.12,36957.39,36957.39,2019-05-19,2019,NA,1,1,701,minor,0,1,3.8,37,NA,F,0,NA,NA,minor_2023,0.14285714285714285,0.050854004,NA,65707.54004901962,-28750.15004901962,F
1304,7232,2023-02-18,NA,CN,11.12,36957.39,36957.39,2022-01-30,2022,NA,NA,1,706,minor,0,1,1.1,37,NA,F,0,NA,NA,minor_2023,0.14285714285714285,NA,NA,65707.54004901962,-28750.15004901962,F
1305,7238,2023-02-20,NA,CN,39.49,80827.52,80827.52,2021-05-17,2021,NA,NA,1,474,minor,0,1,1.8,35,NA,F,0,NA,NA,minor_2023,0.14285714285714285,0.048009481,NA,65707.54004901962,15119.979950980385,F
1306,7272,2023-02-20,NA,CN,96.4,361799.33,361799.33,2021-09-19,2021,1.5,NA,1,509,minor,0,0,1.4,35,NA,F,1,2023-03-27,0.9333333333333332,minor_2023,0.14285714285714285,0.086040355,NA,65707.54004901962,296091.7899509804,F
1307,6882,2023-02-20,NA,CN,39.03,60267.23,60267.23,2018-06-08,2018,NA,NA,0,570,minor,1,1,4.7,35,NA,F,0,NA,NA,minor_2023,0.14285714285714285,0.093585459,2,65707.54004901962,-5440.310049019616,F
1308,7227,2023-02-21,NA,CN,47.33,91155.04,91155.04,2021-02-01,2021,NA,NA,1,260,minor,0,1,2.1,34,NA,F,0,NA,NA,minor_2023,0.14285714285714285,0.054124029,NA,65707.54004901962,25447.499950980375,F
1309,6925,2023-02-21,NA,CN,47.33,91155.04,91155.04,2017-12-03,2017,NA,NA,0,260,minor,1,1,5.2,34,NA,F,0,NA,NA,minor_2023,0.14285714285714285,0.088934825,2,65707.54004901962,25447.499950980375,F
131,6788,2017-09-12,0.0248,CN,6.32,32175.18,32175.18,2016-12-12,2016,4.8,NA,1,677,major,1,1,0.8,8,Y,F,0,2021-09-30,0.16666666666666669,major_2017,0.09003215434083602,0.115918072,2,57447.427596153844,-25272.247596153844,F
1310,7151,2023-02-21,NA,CN,58.01,196719.21,196719.21,2020-08-06,2020,NA,NA,0,585,minor,0,1,2.5,34,NA,F,0,NA,NA,minor_2023,0.14285714285714285,0.048299624,NA,65707.54004901962,131011.66995098037,F
1311,7096,2023-02-26,NA,CN,7.02,16671.97,16671.97,2018-10-16,2018,NA,1,0,328,minor,0,1,4.4,29,NA,F,0,NA,NA,minor_2023,0.14285714285714285,0.078194936,NA,65707.54004901962,-49035.57004901962,F
1312,6144,2023-02-26,NA,CN,7.02,16671.97,16671.97,2014-02-21,2014,NA,4,1,361,minor,1,1,9,29,NA,F,0,NA,NA,minor_2023,0.14285714285714285,0.058430542,2,65707.54004901962,-49035.57004901962,F
1313,7671,2023-03-01,NA,CN,NA,NA,NA,2022-05-31,2022,NA,NA,1,141,minor,0,NA,0.8,26,NA,F,0,NA,NA,minor_2023,0.14285714285714285,NA,NA,NA,NA,F
1314,7154,2023-03-02,NA,CN,87.57,236259.24,236259.24,2021-03-23,2021,NA,NA,1,233,minor,0,1,1.9,25,NA,F,0,NA,NA,minor_2023,0.14285714285714285,0.06636843,NA,65707.54004901962,170551.69995098037,F
1315,6249,2023-03-03,NA,CN,133.2,246959.5,246959.5,2014-07-29,2014,NA,1,1,179,minor,1,1,8.6,24,NA,F,0,NA,NA,minor_2023,0.14285714285714285,0.088747505,2,65707.54004901962,181251.95995098038,F
1316,6766,2023-03-03,NA,CN,13.23,21430.23,21430.23,2017-07-02,2017,5.7,NA,0,694,minor,1,0,5.7,24,NA,F,1,2023-03-27,1,minor_2023,0.14285714285714285,0.14521101,2,65707.54004901962,-44277.31004901962,F
1317,6862,2023-03-04,NA,CN,37.62,104132.55,104132.55,2017-09-29,2017,NA,1,1,218,minor,0,1,5.4,23,NA,F,0,NA,NA,minor_2023,0.14285714285714285,0.097461064,NA,65707.54004901962,38425.009950980384,F
1318,6375,2023-03-04,NA,CN,13.93,32038.69,32038.69,2014-12-23,2014,NA,2,1,603,minor,1,1,8.2,23,NA,F,0,NA,NA,minor_2023,0.14285714285714285,0.12137636,2,65707.54004901962,-33668.85004901962,F
1319,7672,2023-03-06,NA,CN,128.61,339413.54,339413.54,2022-06-05,2022,NA,NA,0,195,minor,0,1,0.8,21,NA,F,0,NA,NA,minor_2023,0.14285714285714285,NA,NA,65707.54004901962,273705.99995098036,F
132,NA,1981-01-01,NA,CN,NA,NA,NA,NA,NA,NA,10224,NA,360,minor,0,NA,NA,352,NA,C,0,NA,NA,minor_1981,NA,NA,NA,NA,NA,C
1320,7113,2023-03-10,NA,CN,5.47,19409.08,19409.08,2019-05-14,2019,NA,NA,0,262,minor,0,1,3.8,17,NA,F,0,NA,NA,minor_2023,0.14285714285714285,0.063038928,NA,65707.54004901962,-46298.46004901962,F
1321,6574,2023-03-10,NA,CN,2.99,9411,9411,2015-10-19,2015,NA,1,1,625,minor,1,1,7.4,17,NA,F,0,NA,NA,minor_2023,0.14285714285714285,0.119513247,2,65707.54004901962,-56296.54004901962,F
1322,7267,2023-03-11,NA,CN,2.82,6095.92,6095.92,2022-03-29,2022,NA,NA,1,415,minor,0,1,1,16,NA,F,0,NA,NA,minor_2023,0.14285714285714285,0.054540365,NA,65707.54004901962,-59611.62004901962,F
1323,7670,2023-03-13,NA,CN,30.62,61028.7,61028.7,2022-03-12,2022,NA,NA,0,375,minor,0,1,1,14,NA,F,0,NA,NA,minor_2023,0.14285714285714285,NA,NA,65707.54004901962,-4678.840049019622,F
1324,6838,2023-03-15,NA,CN,32.78,59592.54,59592.54,2017-10-05,2017,NA,NA,0,180,minor,0,1,5.4,12,NA,F,0,NA,NA,minor_2023,0.14285714285714285,0.164946445,NA,65707.54004901962,-6115.000049019618,F
1326,7198,2023-03-16,NA,CN,50.28,114983.09,114983.09,2021-07-07,2021,NA,NA,1,193,minor,0,1,1.7,11,NA,F,0,NA,NA,minor_2023,0.14285714285714285,0.048830882,NA,65707.54004901962,49275.54995098038,F
1327,6659,2023-03-20,NA,CN,13.93,24818.17,24818.17,2015-08-30,2015,NA,1,0,145,minor,0,1,7.6,7,NA,F,0,NA,NA,minor_2023,0.14285714285714285,0.085548688,NA,65707.54004901962,-40889.37004901962,F
1328,7674,2023-03-20,NA,CN,8.58,11060.34,11060.34,2022-06-19,2022,NA,NA,0,169,minor,0,1,0.8,7,NA,F,0,NA,NA,minor_2023,0.14285714285714285,NA,NA,65707.54004901962,-54647.20004901962,F
1329,7235,2023-03-20,NA,CN,8.58,11060.34,11060.34,2021-05-12,2021,1.9,NA,1,541,minor,0,0,1.9,7,NA,F,1,2023-03-27,1,minor_2023,0.14285714285714285,0.078336892,NA,65707.54004901962,-54647.20004901962,F
133,4965,2017-09-12,NA,CN,17.82,53864.28,53864.28,2006-10-20,2006,12.9,13,0,675,major,0,1,10.9,8,N,F,0,2019-09-23,0.8449612403100776,major_2017,0.09003215434083602,0.102813963,NA,57447.427596153844,-3583.1475961538454,F
1330,6701,2023-03-20,NA,CN,13.93,24818.17,24818.17,2016-10-02,2016,NA,1,1,560,minor,0,1,6.5,7,NA,F,0,NA,NA,minor_2023,0.14285714285714285,0.112042467,NA,65707.54004901962,-40889.37004901962,F
1331,7091,2023-03-21,NA,CN,36.26,57899.97,57899.97,2018-10-03,2018,NA,2,0,137,minor,0,1,4.5,6,NA,F,0,NA,NA,minor_2023,0.14285714285714285,0.11682351,NA,65707.54004901962,-7807.570049019618,F
1332,6854,2023-03-21,NA,CN,NA,NA,19457.12,2018-01-11,2018,NA,NA,1,303,minor,0,1,5.2,6,NA,F,0,NA,NA,minor_2023,0.14285714285714285,0.044286371,NA,65707.54004901962,-46250.42004901962,F
1333,7675,2023-03-23,NA,CN,NA,NA,NA,2022-06-22,2022,NA,NA,1,200,minor,0,NA,0.8,4,NA,F,0,NA,NA,minor_2023,0.14285714285714285,NA,NA,NA,NA,F
1334,7665,2023-03-23,NA,CN,8.53,21511.87,21511.87,2022-10-01,2022,NA,NA,0,581,minor,0,1,0.5,4,NA,F,0,NA,NA,minor_2023,0.14285714285714285,NA,NA,65707.54004901962,-44195.67004901962,F
1335,6912,2023-03-23,NA,CN,8.53,21511.87,21511.87,2018-07-04,2018,NA,NA,1,581,minor,0,1,4.7,4,NA,F,0,NA,NA,minor_2023,0.14285714285714285,0.0475388,NA,65707.54004901962,-44195.67004901962,F
1336,7096,2023-03-25,NA,CN,7.02,16671.97,16671.97,2018-10-16,2018,NA,1,0,330,minor,0,1,4.4,2,NA,F,0,NA,NA,minor_2023,0.14285714285714285,0.078194936,NA,65707.54004901962,-49035.57004901962,F
134,5545,2017-09-13,0.656,CN,10.69,32073.94,32073.94,2010-08-03,2010,12.1,5,0,375,major,1,1,7.1,7,Y,F,0,2022-09-14,0.5867768595041322,major_2017,0.09003215434083602,0.122399102,1,57447.427596153844,-25373.487596153846,F
135,6785,2017-09-13,0.0232,CN,8.52,28077.51,28077.51,2016-12-13,2016,NA,NA,1,260,major,0,1,0.8,7,N,F,0,NA,NA,major_2017,0.09003215434083602,0.109383888,NA,57447.427596153844,-29369.917596153846,F
1357,7148,2023-07-04,NA,CN,8.86,33123.46,33123.46,2020-07-28,2020,NA,NA,0,52,major,0,1,2.9,97,NA,F,0,NA,NA,major_2023,NA,0.0355883,NA,29861.58901098901,3261.8709890109894,F
136,6381,2018-02-22,0.141,CN,11.95,25429.07,25429.07,2015-08-25,2015,8.1,NA,1,270,minor,1,1,2.5,20,N,F,0,2023-10-09,0.308641975308642,minor_2018,0.05825242718446602,0.216520676,1,41565.9888425926,-16136.918842592597,F
1367,7673,2023-03-16,NA,CN,28.73,42523.67,42523.67,2022-03-15,2022,1,NA,0,530,minor,0,0,1,11,NA,F,1,2023-03-27,1,minor_2023,0.14285714285714285,NA,NA,65707.54004901962,-23183.87004901962,F
1368,7120,2023-03-17,NA,CN,38.61,64167.02,64167.02,2019-05-16,2019,NA,NA,1,125,minor,0,1,3.8,10,NA,F,0,NA,NA,minor_2023,0.14285714285714285,0.029162988,NA,65707.54004901962,-1540.520049019622,F
137,6831,2018-02-10,0.0198,CN,5.25,7169.79,7169.79,2017-09-26,2017,4,1,1,645,minor,0,1,0.4,32,N,F,0,2021-09-30,0.1,minor_2018,0.05825242718446602,0.130054086,NA,41565.9888425926,-34396.198842592596,F
1370,7164,2023-06-26,NA,CN,4.96,8840.09,8840.09,2020-09-23,2020,NA,NA,1,280,major,0,1,2.8,105,NA,F,0,NA,NA,major_2023,NA,0.063038928,NA,29861.58901098901,-21021.49901098901,F
1371,7712,2023-06-26,NA,CN,2.6,8048.79,8048.79,2022-09-25,2022,NA,NA,NA,609,major,0,1,0.8,105,NA,F,0,NA,NA,major_2023,NA,NA,NA,29861.58901098901,-21812.79901098901,F
1372,6870,2023-06-27,NA,CN,3.68,12263.4,12263.4,2018-02-15,2018,5.6,NA,1,244,major,1,1,5.4,104,NA,F,1,2023-10-09,0.9642857142857144,major_2023,NA,0.152254732,2,29861.58901098901,-17598.18901098901,F
1373,7176,2023-07-01,NA,CN,23.13,36922.59,36922.59,2021-06-10,2021,NA,NA,1,190,major,0,1,2.1,100,NA,F,0,NA,NA,major_2023,NA,0.038878119,NA,29861.58901098901,7061.000989010987,F
1374,6785,2023-07-03,NA,CN,3.88,15999.09,15999.09,2016-12-13,2016,NA,NA,1,393,major,0,1,6.6,98,NA,F,0,NA,NA,major_2023,NA,0.109383888,NA,29861.58901098901,-13862.49901098901,F
1376,6862,2023-07-04,NA,CN,8.21,22727.94,22727.94,2017-09-29,2017,NA,1,1,203,major,0,1,5.8,97,NA,F,0,NA,NA,major_2023,NA,0.097461064,NA,29861.58901098901,-7133.649010989011,F
1377,7672,2023-07-04,NA,CN,2.74,4525.83,4525.83,2022-06-05,2022,NA,NA,0,281,major,0,1,1.1,97,NA,F,0,NA,NA,major_2023,NA,NA,NA,29861.58901098901,-25335.759010989008,F
1378,7714,2023-07-04,NA,CN,16.16,29956.83,29956.83,2023-02-17,2023,NA,NA,NA,214,major,0,1,0.4,97,NA,F,0,NA,NA,major_2023,NA,NA,NA,29861.58901098901,95.24098901099205,F
1379,7175,2023-07-07,NA,CN,5.58,10743.93,10743.93,2020-07-27,2020,NA,NA,1,382,major,0,1,2.9,94,NA,F,0,NA,NA,major_2023,NA,0.031997523,NA,29861.58901098901,-19117.65901098901,F
138,6834,2018-02-12,0.0336,CN,28.17,61770.93,61770.93,2017-09-28,2017,1.4,NA,1,196,minor,0,1,0.4,30,N,F,0,2019-03-09,0.28571428571428575,minor_2018,0.05825242718446602,0.071349622,NA,41565.9888425926,20204.941157407404,F
1380,7214,2023-07-08,NA,CN,9.34,35057.97,35057.97,2020-09-18,2020,NA,NA,0,227,major,0,1,2.8,93,NA,F,0,NA,NA,major_2023,NA,0.051287845,NA,29861.58901098901,5196.3809890109915,F
1381,7238,2023-07-10,NA,CN,5.3,10848.51,10848.51,2021-05-17,2021,NA,NA,1,266,major,0,1,2.1,91,NA,F,0,NA,NA,major_2023,NA,0.048009481,NA,29861.58901098901,-19013.079010989008,F
1382,7163,2023-07-10,NA,CN,4.17,8510.48,8510.48,2020-09-21,2020,NA,NA,0,360,major,0,1,2.8,91,NA,F,0,NA,NA,major_2023,NA,0.029162988,NA,29861.58901098901,-21351.10901098901,F
1383,7221,2023-07-11,NA,CN,NA,NA,NA,2021-04-26,2021,NA,NA,0,188,major,0,1,2.2,90,NA,F,0,NA,NA,major_2023,NA,0.054691944,NA,NA,NA,F
1384,7715,2023-07-11,NA,CN,NA,NA,NA,2023-02-24,2023,NA,NA,NA,284,major,0,NA,0.4,90,NA,F,0,NA,NA,major_2023,NA,NA,NA,NA,NA,F
1385,6860,2023-07-12,NA,CN,3.26,8225.69,8225.69,2018-02-12,2018,NA,1,1,89,major,0,1,5.4,89,NA,F,0,NA,NA,major_2023,NA,0.048097,NA,29861.58901098901,-21635.899010989007,F
